InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Discount
753881,SKU_1713,White Mug,33,2020-10-01 14:00,65.7,19899.0,Norway,0.41
222672,SKU_1448,Wireless Mouse,11,2020-10-01 15:00,37.8,14394.0,Australia,0.03
559158,SKU_1906,Backpack,16,2020-10-01 16:00,8.36,84418.0,Spain,0.5
435064,SKU_1688,USB Cable,3,2020-10-01 17:00,49.57,46529.0,Norway,0.47
613953,SKU_1369,Wireless Mouse,16,2020-10-01 18:00,23.2,75709.0,Spain,0.05
908985,SKU_1339,Backpack,32,2020-10-01 19:00,87.11,96401.0,Netherlands,0.16
517582,SKU_1667,Wireless Mouse,26,2020-10-01 20:00,73.99,59547.0,Portugal,0.28
144036,SKU_1277,Wireless Mouse,28,2020-10-01 21:00,76.81,62835.0,Belgium,0.29
248441,SKU_1339,Backpack,27,2020-10-01 22:00,51.87,82566.0,Sweden,0.48
242867,SKU_1814,Notebook,41,2020-10-01 23:00,54.58,11692.0,Germany,0.3
170021,SKU_1613,Notebook,17,2020-10-02 00:00,22.55,98385.0,Germany,0.27
469349,SKU_1079,Wireless Mouse,48,2020-10-02 01:00,67.42,55474.0,Netherlands,0.34
561370,SKU_1705,T-shirt,48,2020-10-02 02:00,66.87,90302.0,Australia,0.01
785503,SKU_1792,Headphones,27,2020-10-02 03:00,54.92,90687.0,Portugal,0.18
522641,SKU_1602,USB Cable,12,2020-10-02 04:00,66.74,42628.0,Italy,0.29
974641,SKU_1066,Headphones,35,2020-10-02 05:00,97.44,84011.0,United States,0.08
437283,SKU_1214,Office Chair,19,2020-10-02 06:00,95.99,72871.0,Norway,0.17
860592,SKU_1415,Blue Pen,33,2020-10-02 07:00,95.89,74279.0,Italy,0.36
629656,SKU_1144,USB Cable,17,2020-10-02 08:00,10.52,36931.0,Germany,0.23
759981,SKU_1551,Blue Pen,9,2020-10-02 09:00,80.38,81561.0,Sweden,0.27
683117,SKU_1723,Wireless Mouse,47,2020-10-02 10:00,91.0,31803.0,Italy,0.17
491180,SKU_1285,Office Chair,46,2020-10-02 11:00,85.88,20921.0,Belgium,0.05
553510,SKU_1570,Headphones,12,2020-10-02 12:00,31.43,98829.0,Netherlands,0.21
901151,SKU_1539,Wireless Mouse,33,2020-10-02 13:00,42.99,77102.0,Norway,0.18
653515,SKU_1046,Desk Lamp,15,2020-10-02 14:00,15.86,42683.0,Italy,0.49
733718,SKU_1236,Backpack,29,2020-10-02 15:00,59.87,76546.0,Germany,0.09
500782,SKU_1116,Blue Pen,13,2020-10-02 16:00,2.71,73041.0,Germany,0.36
112306,SKU_1150,Notebook,3,2020-10-02 17:00,72.92,17695.0,Germany,0.19
678110,SKU_1082,Wireless Mouse,35,2020-10-02 18:00,18.11,34561.0,United States,0.08
124042,SKU_1056,White Mug,21,2020-10-02 19:00,76.66,83754.0,Netherlands,0.35
508302,SKU_1728,Backpack,39,2020-10-02 20:00,34.27,71801.0,Portugal,0.3
772747,SKU_1983,USB Cable,35,2020-10-02 21:00,99.38,70930.0,Australia,0.45
713712,SKU_1384,USB Cable,35,2020-10-02 22:00,41.39,80394.0,Sweden,0.26
282690,SKU_1219,Office Chair,36,2020-10-02 23:00,82.1,45708.0,Spain,0.44
847410,SKU_1284,Blue Pen,31,2020-10-03 00:00,21.78,88111.0,United Kingdom,0.37
249395,SKU_1753,Office Chair,13,2020-10-03 01:00,52.04,44134.0,Netherlands,0.42
642307,SKU_1433,Desk Lamp,32,2020-10-03 02:00,70.42,20792.0,Netherlands,0.19
961858,SKU_1319,Backpack,18,2020-10-03 03:00,52.8,61095.0,Italy,0.0
665151,SKU_1610,White Mug,44,2020-10-03 04:00,75.0,64521.0,Belgium,0.47
735311,SKU_1241,White Mug,18,2020-10-03 05:00,64.05,70936.0,Italy,0.17
765643,SKU_1464,T-shirt,10,2020-10-03 06:00,65.94,80545.0,Germany,0.24
409143,SKU_1202,White Mug,46,2020-10-03 07:00,15.1,54580.0,Germany,0.44
162780,SKU_1548,White Mug,16,2020-10-03 08:00,83.82,27263.0,United States,0.04
909340,SKU_1757,Desk Lamp,23,2020-10-03 09:00,7.74,71343.0,France,0.13
816944,SKU_1444,Blue Pen,31,2020-10-03 10:00,27.27,53542.0,Belgium,0.22
488422,SKU_1639,T-shirt,34,2020-10-03 11:00,96.33,70655.0,Italy,0.27
999434,SKU_1134,Backpack,44,2020-10-03 12:00,72.11,67625.0,France,0.3
543441,SKU_1857,USB Cable,29,2020-10-03 13:00,91.45,76497.0,Spain,0.02
793312,SKU_1854,Wireless Mouse,49,2020-10-03 14:00,2.94,95081.0,Portugal,0.29
200706,SKU_1575,Blue Pen,16,2020-10-03 15:00,17.29,78498.0,Sweden,0.18
793023,SKU_1785,Notebook,30,2020-10-03 16:00,97.84,58104.0,Portugal,0.37
222019,SKU_1540,Blue Pen,25,2020-10-03 17:00,66.03,89837.0,United States,0.01
471852,SKU_1486,T-shirt,37,2020-10-03 18:00,15.0,41186.0,Sweden,0.09
816741,SKU_1881,Desk Lamp,37,2020-10-03 19:00,62.38,70993.0,United Kingdom,0.11
279001,SKU_1737,Office Chair,48,2020-10-03 20:00,35.64,79601.0,Italy,0.46
895775,SKU_1571,Headphones,19,2020-10-03 21:00,70.35,41605.0,Italy,0.08
962605,SKU_1485,Backpack,32,2020-10-03 22:00,87.42,21362.0,Sweden,0.06
200260,SKU_1565,Headphones,37,2020-10-03 23:00,90.84,33342.0,Australia,0.23
270863,SKU_1839,USB Cable,39,2020-10-04 00:00,8.24,89837.0,Belgium,0.31
784494,SKU_1660,Wall Clock,12,2020-10-04 01:00,9.6,81162.0,Norway,0.12
802461,SKU_1404,Backpack,15,2020-10-04 02:00,18.59,35882.0,Norway,0.02
693731,SKU_1569,USB Cable,-27,2020-10-04 03:00,32.24,,Portugal,0.46
854471,SKU_1432,Desk Lamp,20,2020-10-04 04:00,54.09,26349.0,Germany,0.27
419674,SKU_1547,Notebook,6,2020-10-04 05:00,90.29,94733.0,Sweden,0.22
540015,SKU_1656,Headphones,19,2020-10-04 06:00,25.47,32691.0,Italy,0.02
760187,SKU_1249,White Mug,29,2020-10-04 07:00,56.01,55766.0,Portugal,0.03
196143,SKU_1079,Notebook,27,2020-10-04 08:00,61.73,,Norway,0.32
818013,SKU_1948,Headphones,35,2020-10-04 09:00,89.94,74426.0,Sweden,0.03
244771,SKU_1014,T-shirt,33,2020-10-04 10:00,97.46,,Germany,0.02
606713,SKU_1974,Headphones,46,2020-10-04 11:00,31.27,77043.0,Belgium,0.01
872332,SKU_1039,Wall Clock,-7,2020-10-04 12:00,-48.38,,Belgium,1.1825517167738893
760673,SKU_1080,Wall Clock,40,2020-10-04 13:00,58.36,40977.0,Spain,0.1
768958,SKU_1509,Wireless Mouse,36,2020-10-04 14:00,93.83,25030.0,Spain,0.31
211362,SKU_1306,T-shirt,5,2020-10-04 15:00,82.06,38298.0,Sweden,0.24
870805,SKU_1704,Headphones,20,2020-10-04 16:00,67.11,70853.0,Netherlands,0.23
390951,SKU_1396,Backpack,34,2020-10-04 17:00,47.56,16828.0,United Kingdom,0.4
824750,SKU_1677,Backpack,48,2020-10-04 18:00,94.67,29234.0,United Kingdom,0.5
276298,SKU_1969,Headphones,7,2020-10-04 19:00,19.59,31674.0,Portugal,0.44
683838,SKU_1864,Blue Pen,34,2020-10-04 20:00,9.67,67537.0,Portugal,0.1
573288,SKU_1921,Backpack,28,2020-10-04 21:00,15.75,98206.0,Spain,0.32
365702,SKU_1203,Desk Lamp,39,2020-10-04 22:00,7.7,42020.0,Spain,0.06
412257,SKU_1210,Office Chair,46,2020-10-04 23:00,35.84,19392.0,Sweden,0.28
939431,SKU_1398,Wireless Mouse,22,2020-10-05 00:00,64.22,36145.0,France,0.39
811238,SKU_1372,T-shirt,41,2020-10-05 01:00,82.76,21150.0,Belgium,0.12
158219,SKU_1388,Office Chair,40,2020-10-05 02:00,30.14,83389.0,Australia,0.4
790546,SKU_1257,White Mug,38,2020-10-05 03:00,13.96,69217.0,Sweden,0.22
789129,SKU_1114,T-shirt,41,2020-10-05 04:00,88.2,,Netherlands,0.47
875292,SKU_1333,USB Cable,30,2020-10-05 05:00,42.79,19741.0,Netherlands,0.15
881624,SKU_1348,Desk Lamp,21,2020-10-05 06:00,51.35,76627.0,Italy,0.25
336495,SKU_1232,T-shirt,40,2020-10-05 07:00,21.75,35503.0,France,0.41
677506,SKU_1508,Office Chair,9,2020-10-05 08:00,4.77,39920.0,United States,0.26
381373,SKU_1448,White Mug,36,2020-10-05 09:00,51.9,43084.0,United States,0.09
961641,SKU_1076,Notebook,13,2020-10-05 10:00,36.48,,United States,0.05
652165,SKU_1827,Office Chair,46,2020-10-05 11:00,45.6,84765.0,Italy,0.11
289073,SKU_1607,Headphones,33,2020-10-05 12:00,20.04,,Portugal,0.03
459281,SKU_1097,Desk Lamp,26,2020-10-05 13:00,19.38,23334.0,Australia,0.25
924516,SKU_1567,USB Cable,1,2020-10-05 14:00,46.27,85411.0,France,0.15
968212,SKU_1629,Wireless Mouse,2,2020-10-05 15:00,23.35,,Norway,0.22
247878,SKU_1461,T-shirt,36,2020-10-05 16:00,18.97,90557.0,France,0.28
319707,SKU_1499,Desk Lamp,45,2020-10-05 17:00,15.4,37769.0,Spain,0.27
341249,SKU_1630,Backpack,30,2020-10-05 18:00,42.84,15616.0,Spain,0.31
137034,SKU_1037,Desk Lamp,16,2020-10-05 19:00,60.94,39536.0,Spain,0.38
271389,SKU_1696,Wall Clock,9,2020-10-05 20:00,41.85,57870.0,Germany,0.37
941900,SKU_1357,Blue Pen,15,2020-10-05 21:00,92.02,39037.0,Spain,0.03
512310,SKU_1241,Backpack,39,2020-10-05 22:00,65.61,33009.0,Australia,0.2
813156,SKU_1050,Notebook,22,2020-10-05 23:00,39.55,65447.0,Germany,0.24
110589,SKU_1424,Desk Lamp,15,2020-10-06 00:00,37.93,99423.0,Spain,0.17
157221,SKU_1974,USB Cable,4,2020-10-06 01:00,29.48,79669.0,Australia,0.37
355927,SKU_1126,Wireless Mouse,16,2020-10-06 02:00,33.98,12970.0,Netherlands,0.03
888089,SKU_1102,White Mug,41,2020-10-06 03:00,37.09,11262.0,Spain,0.21
460444,SKU_1965,Notebook,11,2020-10-06 04:00,29.19,53805.0,France,0.27
741517,SKU_1476,White Mug,48,2020-10-06 05:00,11.03,20089.0,Belgium,0.19
925963,SKU_1228,Headphones,32,2020-10-06 06:00,49.0,29056.0,Italy,0.1
676515,SKU_1722,Blue Pen,22,2020-10-06 07:00,45.74,32886.0,Spain,0.08
365308,SKU_1435,Wall Clock,1,2020-10-06 08:00,72.85,27527.0,Australia,0.06
193078,SKU_1384,Headphones,26,2020-10-06 09:00,91.66,69703.0,Sweden,0.18
927679,SKU_1084,Notebook,3,2020-10-06 10:00,61.62,18553.0,Sweden,0.43
859401,SKU_1358,Notebook,32,2020-10-06 11:00,73.29,87227.0,Australia,0.32
674887,SKU_1785,White Mug,33,2020-10-06 12:00,51.51,77627.0,Sweden,0.42
564761,SKU_1026,Headphones,33,2020-10-06 13:00,41.04,60439.0,Australia,0.01
870655,SKU_1859,Backpack,2,2020-10-06 14:00,5.95,60826.0,Italy,0.38
609668,SKU_1071,USB Cable,22,2020-10-06 15:00,38.56,44393.0,Sweden,0.05
289651,SKU_1094,T-shirt,12,2020-10-06 16:00,51.67,95202.0,Netherlands,0.39
600741,SKU_1587,Office Chair,2,2020-10-06 17:00,31.17,82639.0,Belgium,0.12
168207,SKU_1425,T-shirt,37,2020-10-06 18:00,37.39,16643.0,Spain,0.03
434199,SKU_1005,Wall Clock,8,2020-10-06 19:00,35.45,,United States,0.16
988698,SKU_1089,Desk Lamp,17,2020-10-06 20:00,55.29,32766.0,Sweden,0.44
440414,SKU_1591,USB Cable,4,2020-10-06 21:00,96.19,72626.0,Australia,0.13
211426,SKU_1221,Wireless Mouse,44,2020-10-06 22:00,20.41,64524.0,France,0.07
611081,SKU_1594,Office Chair,1,2020-10-06 23:00,36.09,10184.0,Germany,0.33
234794,SKU_1593,Office Chair,-10,2020-10-07 00:00,-99.59,,Italy,0.21
956874,SKU_1151,Backpack,40,2020-10-07 01:00,39.07,93229.0,Portugal,0.35
457776,SKU_1556,Wall Clock,22,2020-10-07 02:00,78.94,14447.0,Australia,0.4
795391,SKU_1211,Blue Pen,35,2020-10-07 03:00,40.02,54292.0,Belgium,0.34
834595,SKU_1582,Wall Clock,40,2020-10-07 04:00,49.77,67084.0,Norway,0.11
645726,SKU_1262,Wall Clock,11,2020-10-07 05:00,77.47,87776.0,United Kingdom,0.35
683107,SKU_1911,White Mug,2,2020-10-07 06:00,55.62,75589.0,Spain,0.19
143856,SKU_1381,Blue Pen,18,2020-10-07 07:00,47.8,10345.0,United Kingdom,0.03
526792,SKU_1569,Wireless Mouse,9,2020-10-07 08:00,14.57,82444.0,Netherlands,0.09
928370,SKU_1056,USB Cable,6,2020-10-07 09:00,99.9,69206.0,Portugal,0.14
542244,SKU_1425,Headphones,34,2020-10-07 10:00,19.52,40312.0,Netherlands,0.4
159807,SKU_1622,Wireless Mouse,12,2020-10-07 11:00,45.61,77716.0,Italy,0.16
936309,SKU_1141,White Mug,21,2020-10-07 12:00,62.85,81773.0,Sweden,0.04
590999,SKU_1567,White Mug,26,2020-10-07 13:00,6.19,66268.0,Spain,0.46
143461,SKU_1523,White Mug,10,2020-10-07 14:00,19.49,59301.0,Australia,0.06
717762,SKU_1860,White Mug,-24,2020-10-07 15:00,-80.36,,Portugal,1.6278476153008288
445280,SKU_1014,Wall Clock,15,2020-10-07 16:00,64.81,48039.0,Spain,0.32
382579,SKU_1007,Wall Clock,23,2020-10-07 17:00,41.21,42080.0,Australia,0.32
839477,SKU_1230,White Mug,42,2020-10-07 18:00,61.65,87482.0,Belgium,0.47
507407,SKU_1185,Blue Pen,21,2020-10-07 19:00,44.91,57823.0,Portugal,0.15
971158,SKU_1052,Blue Pen,43,2020-10-07 20:00,53.85,42997.0,Spain,0.22
354730,SKU_1136,T-shirt,16,2020-10-07 21:00,43.59,96712.0,Portugal,0.37
346732,SKU_1173,Notebook,11,2020-10-07 22:00,5.46,27060.0,France,0.43
520602,SKU_1859,T-shirt,20,2020-10-07 23:00,33.4,81035.0,Sweden,0.36
787081,SKU_1218,Desk Lamp,21,2020-10-08 00:00,50.54,56003.0,United States,0.27
679074,SKU_1262,T-shirt,16,2020-10-08 01:00,49.14,86277.0,Germany,0.34
375848,SKU_1254,Notebook,11,2020-10-08 02:00,7.25,97690.0,Belgium,0.09
156635,SKU_1811,Notebook,33,2020-10-08 03:00,78.26,94985.0,Netherlands,0.36
452854,SKU_1269,T-shirt,22,2020-10-08 04:00,38.33,,Italy,0.24
865197,SKU_1586,Wireless Mouse,25,2020-10-08 05:00,86.38,90456.0,Italy,0.38
345984,SKU_1223,Headphones,33,2020-10-08 06:00,41.42,,Netherlands,0.26
425137,SKU_1882,T-shirt,37,2020-10-08 07:00,82.24,58256.0,France,0.2
212752,SKU_1603,Backpack,34,2020-10-08 08:00,26.59,17288.0,Netherlands,0.18
311194,SKU_1133,Wireless Mouse,15,2020-10-08 09:00,94.94,40832.0,Spain,0.17
328584,SKU_1162,Desk Lamp,1,2020-10-08 10:00,22.61,37687.0,United Kingdom,0.1
518632,SKU_1709,Backpack,4,2020-10-08 11:00,18.67,49011.0,United States,0.27
232886,SKU_1700,Wireless Mouse,-47,2020-10-08 12:00,-25.7,,Belgium,0.24
178537,SKU_1919,White Mug,28,2020-10-08 13:00,9.87,65924.0,Germany,0.35
936690,SKU_1072,USB Cable,32,2020-10-08 14:00,18.18,72600.0,United Kingdom,0.01
771868,SKU_1897,White Mug,-23,2020-10-08 15:00,-9.98,,France,1.2259765037868935
185166,SKU_1997,Wall Clock,36,2020-10-08 16:00,20.6,31104.0,Italy,0.21
834276,SKU_1717,Wall Clock,36,2020-10-08 17:00,15.06,53321.0,United Kingdom,0.14
475854,SKU_1946,Wireless Mouse,19,2020-10-08 18:00,77.63,81064.0,Spain,0.22
397843,SKU_1542,Backpack,24,2020-10-08 19:00,60.54,99506.0,Portugal,0.31
408479,SKU_1893,Office Chair,3,2020-10-08 20:00,30.26,26261.0,Sweden,0.08
933238,SKU_1989,T-shirt,14,2020-10-08 21:00,5.69,82388.0,Netherlands,0.09
964285,SKU_1630,USB Cable,32,2020-10-08 22:00,77.08,46693.0,Belgium,0.28
819128,SKU_1794,Headphones,12,2020-10-08 23:00,79.21,88283.0,United Kingdom,0.4
397883,SKU_1483,Office Chair,31,2020-10-09 00:00,89.53,81920.0,United States,0.27
659073,SKU_1877,Backpack,-21,2020-10-09 01:00,48.57,,Germany,0.01
263052,SKU_1670,Backpack,31,2020-10-09 02:00,92.74,80009.0,United States,0.12
856079,SKU_1254,White Mug,36,2020-10-09 03:00,76.09,81946.0,Norway,0.04
587918,SKU_1756,Wall Clock,32,2020-10-09 04:00,1.45,91305.0,Belgium,0.3
971448,SKU_1617,Wireless Mouse,35,2020-10-09 05:00,77.26,47998.0,Netherlands,0.25
494825,SKU_1197,USB Cable,32,2020-10-09 06:00,98.55,36692.0,Belgium,0.11
166253,SKU_1426,Office Chair,16,2020-10-09 07:00,75.25,61700.0,Italy,0.15
578697,SKU_1492,Backpack,1,2020-10-09 08:00,96.58,19031.0,Italy,0.15
715416,SKU_1631,Blue Pen,47,2020-10-09 09:00,54.82,79433.0,Australia,0.17
261081,SKU_1081,Desk Lamp,40,2020-10-09 10:00,39.96,22148.0,Italy,0.5
735254,SKU_1307,USB Cable,13,2020-10-09 11:00,55.69,50788.0,Belgium,0.26
237854,SKU_1781,T-shirt,11,2020-10-09 12:00,1.19,70472.0,United States,0.2
723640,SKU_1698,Backpack,11,2020-10-09 13:00,49.33,35985.0,France,0.3
519149,SKU_1787,Office Chair,25,2020-10-09 14:00,65.32,24168.0,Australia,0.14
963586,SKU_1373,Notebook,5,2020-10-09 15:00,58.51,58191.0,France,0.05
763667,SKU_1563,Office Chair,21,2020-10-09 16:00,38.46,51983.0,United States,0.39
847567,SKU_1458,White Mug,35,2020-10-09 17:00,95.9,14180.0,Sweden,0.04
861569,SKU_1500,Headphones,12,2020-10-09 18:00,79.72,31668.0,Italy,0.04
732585,SKU_1356,Backpack,46,2020-10-09 19:00,84.75,25736.0,Netherlands,0.34
831234,SKU_1295,Wireless Mouse,13,2020-10-09 20:00,39.91,,Belgium,0.27
662634,SKU_1579,T-shirt,3,2020-10-09 21:00,13.16,23940.0,Italy,0.19
212138,SKU_1299,T-shirt,12,2020-10-09 22:00,20.56,52722.0,Netherlands,0.09
412916,SKU_1645,Headphones,47,2020-10-09 23:00,44.36,89234.0,Portugal,0.23
140149,SKU_1342,Wall Clock,34,2020-10-10 00:00,30.22,74434.0,Sweden,0.2
448844,SKU_1119,Wireless Mouse,20,2020-10-10 01:00,41.56,59674.0,France,0.0
782886,SKU_1568,T-shirt,39,2020-10-10 02:00,24.77,38455.0,Germany,0.35
983190,SKU_1185,Desk Lamp,4,2020-10-10 03:00,99.73,98594.0,Portugal,0.18
578928,SKU_1583,Wall Clock,41,2020-10-10 04:00,32.76,34607.0,Norway,0.43
228447,SKU_1157,T-shirt,43,2020-10-10 05:00,22.83,56853.0,United Kingdom,0.08
561693,SKU_1227,White Mug,49,2020-10-10 06:00,77.24,57303.0,Norway,0.26
105695,SKU_1307,T-shirt,7,2020-10-10 07:00,42.69,34943.0,Norway,0.44
663457,SKU_1233,Wireless Mouse,47,2020-10-10 08:00,12.73,97982.0,Spain,0.48
934379,SKU_1010,USB Cable,3,2020-10-10 09:00,14.3,53980.0,Germany,0.12
278296,SKU_1174,Blue Pen,-11,2020-10-10 10:00,-50.1,,Spain,0.24
932297,SKU_1772,Headphones,41,2020-10-10 11:00,43.04,13169.0,France,0.38
780913,SKU_1642,Office Chair,44,2020-10-10 12:00,38.5,45069.0,Norway,0.02
466645,SKU_1910,USB Cable,13,2020-10-10 13:00,71.76,63656.0,Italy,0.39
422554,SKU_1897,Wall Clock,29,2020-10-10 14:00,90.59,72970.0,Spain,0.13
465898,SKU_1001,Blue Pen,-48,2020-10-10 15:00,-63.09,,Germany,1.059378306796154
453039,SKU_1760,Headphones,21,2020-10-10 16:00,57.72,,Belgium,0.31
810386,SKU_1711,Blue Pen,46,2020-10-10 17:00,46.59,90692.0,Spain,0.05
412849,SKU_1181,Office Chair,25,2020-10-10 18:00,63.99,39266.0,Germany,0.47
292994,SKU_1941,White Mug,3,2020-10-10 19:00,90.13,30943.0,Belgium,0.5
477844,SKU_1349,T-shirt,30,2020-10-10 20:00,25.51,71220.0,Australia,0.4
960346,SKU_1638,Blue Pen,39,2020-10-10 21:00,93.51,35021.0,Sweden,0.49
101881,SKU_1381,White Mug,22,2020-10-10 22:00,86.24,95653.0,Germany,0.11
409509,SKU_1296,Blue Pen,2,2020-10-10 23:00,44.62,86381.0,United States,0.09
621144,SKU_1196,Wall Clock,9,2020-10-11 00:00,5.72,11905.0,Belgium,0.45
179211,SKU_1285,Wireless Mouse,4,2020-10-11 01:00,63.24,70489.0,Netherlands,0.23
256078,SKU_1555,Desk Lamp,8,2020-10-11 02:00,18.61,92284.0,France,0.21
403342,SKU_1521,White Mug,19,2020-10-11 03:00,5.53,27335.0,Norway,0.25
987081,SKU_1224,Notebook,21,2020-10-11 04:00,37.22,32928.0,France,0.34
525659,SKU_1727,Wall Clock,-4,2020-10-11 05:00,-85.9,,Portugal,0.12
327203,SKU_1722,Wireless Mouse,1,2020-10-11 06:00,15.32,34915.0,Sweden,0.3
819846,SKU_1285,Desk Lamp,41,2020-10-11 07:00,93.05,96853.0,Portugal,0.0
761237,SKU_1728,Wireless Mouse,20,2020-10-11 08:00,7.39,64545.0,Germany,0.5
139553,SKU_1330,Backpack,19,2020-10-11 09:00,2.63,64804.0,Australia,0.18
607353,SKU_1560,Wireless Mouse,42,2020-10-11 10:00,9.8,58020.0,Germany,0.31
498138,SKU_1162,USB Cable,16,2020-10-11 11:00,34.7,15608.0,Netherlands,0.23
760046,SKU_1192,Desk Lamp,10,2020-10-11 12:00,58.02,24443.0,Belgium,0.46
132766,SKU_1144,USB Cable,2,2020-10-11 13:00,90.39,73737.0,Italy,0.2
918438,SKU_1670,T-shirt,1,2020-10-11 14:00,77.84,89300.0,Australia,0.04
655710,SKU_1837,Desk Lamp,8,2020-10-11 15:00,86.87,84585.0,United States,0.33
374349,SKU_1972,USB Cable,9,2020-10-11 16:00,92.32,,Sweden,0.2
579806,SKU_1691,Office Chair,39,2020-10-11 17:00,33.4,32693.0,Spain,0.11
254599,SKU_1537,Wall Clock,42,2020-10-11 18:00,41.91,10845.0,Germany,0.41
866843,SKU_1611,USB Cable,18,2020-10-11 19:00,93.88,93601.0,Netherlands,0.38
511659,SKU_1900,Wireless Mouse,15,2020-10-11 20:00,84.82,26353.0,Italy,0.37
509740,SKU_1622,Desk Lamp,42,2020-10-11 21:00,12.26,52769.0,United Kingdom,0.45
478621,SKU_1269,USB Cable,16,2020-10-11 22:00,18.64,98270.0,Germany,0.26
128202,SKU_1050,USB Cable,21,2020-10-11 23:00,92.14,51659.0,United States,0.44
539358,SKU_1526,Backpack,47,2020-10-12 00:00,29.51,60254.0,Australia,0.35
948124,SKU_1127,Desk Lamp,25,2020-10-12 01:00,26.43,98201.0,Portugal,0.25
837744,SKU_1651,Desk Lamp,24,2020-10-12 02:00,88.32,66588.0,Sweden,0.32
120855,SKU_1753,Backpack,47,2020-10-12 03:00,56.67,47680.0,Netherlands,0.31
576963,SKU_1045,Office Chair,16,2020-10-12 04:00,54.37,59956.0,Belgium,0.39
815732,SKU_1233,Backpack,49,2020-10-12 05:00,42.7,34747.0,Norway,0.46
911527,SKU_1447,Office Chair,9,2020-10-12 06:00,66.86,31026.0,United Kingdom,0.14
411385,SKU_1583,Office Chair,38,2020-10-12 07:00,37.14,15087.0,United States,0.35
727407,SKU_1442,Backpack,15,2020-10-12 08:00,98.38,,Sweden,0.08
676291,SKU_1502,Headphones,48,2020-10-12 09:00,41.16,40202.0,Italy,0.01
561595,SKU_1606,Headphones,13,2020-10-12 10:00,21.0,86464.0,United Kingdom,0.33
194837,SKU_1921,White Mug,44,2020-10-12 11:00,7.63,54232.0,Sweden,0.43
323068,SKU_1284,Headphones,24,2020-10-12 12:00,60.19,76892.0,United Kingdom,0.46
456427,SKU_1131,Wall Clock,33,2020-10-12 13:00,66.38,99440.0,Netherlands,0.22
223805,SKU_1945,Wireless Mouse,12,2020-10-12 14:00,40.65,86325.0,Australia,0.42
980278,SKU_1475,White Mug,10,2020-10-12 15:00,94.93,80604.0,France,0.02
909359,SKU_1792,Wall Clock,31,2020-10-12 16:00,5.67,52629.0,Germany,0.1
215657,SKU_1935,Wall Clock,4,2020-10-12 17:00,53.84,28807.0,Australia,0.18
953062,SKU_1543,Backpack,38,2020-10-12 18:00,74.71,37707.0,Germany,0.15
204428,SKU_1355,Office Chair,36,2020-10-12 19:00,45.66,54548.0,Germany,0.0
222035,SKU_1970,USB Cable,10,2020-10-12 20:00,64.6,30888.0,Germany,0.07
545563,SKU_1036,USB Cable,3,2020-10-12 21:00,82.96,64252.0,Portugal,0.41
330780,SKU_1637,Blue Pen,22,2020-10-12 22:00,74.46,84389.0,Netherlands,0.12
841570,SKU_1137,T-shirt,49,2020-10-12 23:00,54.98,24005.0,Spain,0.21
169518,SKU_1421,USB Cable,21,2020-10-13 00:00,95.01,82344.0,Australia,0.47
276355,SKU_1444,Headphones,38,2020-10-13 01:00,99.86,77547.0,Belgium,0.03
967758,SKU_1611,USB Cable,46,2020-10-13 02:00,59.44,85722.0,Germany,0.34
767565,SKU_1241,White Mug,38,2020-10-13 03:00,10.66,29122.0,Portugal,0.08
220243,SKU_1244,Backpack,46,2020-10-13 04:00,24.76,39028.0,France,0.06
899180,SKU_1538,Office Chair,3,2020-10-13 05:00,77.52,62512.0,Portugal,0.24
496308,SKU_1208,Backpack,29,2020-10-13 06:00,43.28,60540.0,United Kingdom,0.45
153311,SKU_1902,Blue Pen,37,2020-10-13 07:00,62.47,89231.0,United Kingdom,0.25
122692,SKU_1456,Backpack,5,2020-10-13 08:00,4.77,94042.0,Australia,0.24
749242,SKU_1098,Backpack,3,2020-10-13 09:00,98.95,87536.0,Belgium,0.09
779222,SKU_1501,Blue Pen,30,2020-10-13 10:00,42.9,88905.0,Norway,0.5
492179,SKU_1136,USB Cable,47,2020-10-13 11:00,77.92,39121.0,Australia,0.3
321468,SKU_1186,Office Chair,40,2020-10-13 12:00,75.14,83630.0,United Kingdom,0.46
441651,SKU_1035,White Mug,8,2020-10-13 13:00,48.24,12620.0,United Kingdom,0.2
180152,SKU_1629,Headphones,44,2020-10-13 14:00,81.93,55395.0,Italy,0.24
563685,SKU_1669,Blue Pen,13,2020-10-13 15:00,34.01,21811.0,United Kingdom,0.31
629214,SKU_1478,Backpack,20,2020-10-13 16:00,6.56,27370.0,Spain,0.27
103969,SKU_1786,Backpack,13,2020-10-13 17:00,38.2,44834.0,United Kingdom,0.23
135733,SKU_1680,T-shirt,6,2020-10-13 18:00,59.17,81079.0,Spain,0.34
431999,SKU_1054,Backpack,10,2020-10-13 19:00,5.89,34659.0,Italy,0.44
141743,SKU_1470,Desk Lamp,26,2020-10-13 20:00,67.81,29022.0,Germany,0.19
754481,SKU_1083,Office Chair,6,2020-10-13 21:00,96.27,45496.0,Netherlands,0.45
270948,SKU_1005,White Mug,26,2020-10-13 22:00,23.22,76652.0,United Kingdom,0.39
993877,SKU_1890,Desk Lamp,-32,2020-10-13 23:00,-5.89,,Portugal,1.963756347496342
120323,SKU_1362,Office Chair,-11,2020-10-14 00:00,9.16,,Belgium,0.19
